artist,song,popularity,uri,url
Aloe Blacc,I Need A Dollar,0,spotify:track:5OA2EQqiP7r7Zcl6nw8ICW,https://open.spotify.com/track/5OA2EQqiP7r7Zcl6nw8ICW
Calvin Harris,This Is What You Came For,83,spotify:track:0azC730Exh71aQlOt9Zj3y,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y
The Beach Boys,California Girls - Remix/Remastered 2001,58,spotify:track:6bJuuCtXYiwOcKT9s8uRh8,https://open.spotify.com/track/6bJuuCtXYiwOcKT9s8uRh8
The Oak Ridge Boys,Elvira,59,spotify:track:0mG66FLhO0iZ6XCAGdjpax,https://open.spotify.com/track/0mG66FLhO0iZ6XCAGdjpax
A.R. Rahman,Jai Ho,40,spotify:track:4i3MgUew8ynhf49Qwr4IP4,https://open.spotify.com/track/4i3MgUew8ynhf49Qwr4IP4
Old Crow Medicine Show,Wagon Wheel,3,spotify:track:359krpyCKcFF8SFvqWES9L,https://open.spotify.com/track/359krpyCKcFF8SFvqWES9L
Justin Timberlake,My Love (feat. T.I.),74,spotify:track:4NeOWqHmlrGRuBvsLJC9rL,https://open.spotify.com/track/4NeOWqHmlrGRuBvsLJC9rL
Kelly Clarkson,Love So Soft,56,spotify:track:16QN8cBubEq706vNtPpOME,https://open.spotify.com/track/16QN8cBubEq706vNtPpOME
Tim McGraw,Just To See You Smile,45,spotify:track:28efjJXBm1CuCmqle5HK2w,https://open.spotify.com/track/28efjJXBm1CuCmqle5HK2w
Sean Kingston,Fire Burning,72,spotify:track:2oENJa1T33GJ0w8dC167G4,https://open.spotify.com/track/2oENJa1T33GJ0w8dC167G4
The Police,Every Breath You Take,0,spotify:track:16fzReMJmcLlBccnZCTZNS,https://open.spotify.com/track/16fzReMJmcLlBccnZCTZNS
The Isley Brothers,Shout,0,spotify:track:7lX0IsKQ5ubVvowy0sGLBP,https://open.spotify.com/track/7lX0IsKQ5ubVvowy0sGLBP
The Band Perry,If I Die Young,68,spotify:track:4u26EevCNXMhlvE1xFBJwX,https://open.spotify.com/track/4u26EevCNXMhlvE1xFBJwX
Sean Kingston,Eenie Meenie,76,spotify:track:4vVTI94F9uJ8lHNDWKv0i2,https://open.spotify.com/track/4vVTI94F9uJ8lHNDWKv0i2
Black Eyed Peas,Boom Boom Pow,70,spotify:track:3oDFtOhcN08qeDPAK6MEQG,https://open.spotify.com/track/3oDFtOhcN08qeDPAK6MEQG
John Mayer,Waiting On the World to Change,0,spotify:track:5xP3GDhXolpbFplyOOmgQI,https://open.spotify.com/track/5xP3GDhXolpbFplyOOmgQI
Rusted Root,Send Me on My Way,70,spotify:track:6hs3SDnbO3f6VQuPO4KBEb,https://open.spotify.com/track/6hs3SDnbO3f6VQuPO4KBEb
Beyoncé,Halo,76,spotify:track:4JehYebiI9JE8sR8MisGVb,https://open.spotify.com/track/4JehYebiI9JE8sR8MisGVb
ZAYN,I Don’t Wanna Live Forever (Fifty Shades Darker),66,spotify:track:2y5aJvzXhHPA94U5GFAcXe,https://open.spotify.com/track/2y5aJvzXhHPA94U5GFAcXe
Ed Sheeran,The A Team,69,spotify:track:1XpYodsD36XN7ygcdF7mJJ,https://open.spotify.com/track/1XpYodsD36XN7ygcdF7mJJ
MKTO,Classic,82,spotify:track:6FE2iI43OZnszFLuLtvvmg,https://open.spotify.com/track/6FE2iI43OZnszFLuLtvvmg
fun.,We Are Young (feat. Janelle Monáe),74,spotify:track:7a86XRg84qjasly9f6bPSD,https://open.spotify.com/track/7a86XRg84qjasly9f6bPSD
The Wanted,Glad You Came,63,spotify:track:3AGOgQzp0YcPH41u9p7dOp,https://open.spotify.com/track/3AGOgQzp0YcPH41u9p7dOp
David Guetta,Titanium (feat. Sia),60,spotify:track:77TT8Xvx637TpzV8kKGkUw,https://open.spotify.com/track/77TT8Xvx637TpzV8kKGkUw
Headhunterz,Live Your Life - Radio Edit,0,spotify:track:1Pofof4ZYVI6GDM0IFGvBk,https://open.spotify.com/track/1Pofof4ZYVI6GDM0IFGvBk
Post Malone,rockstar,0,spotify:track:29VZKgZvAjFRxxBnctjqOn,https://open.spotify.com/track/29VZKgZvAjFRxxBnctjqOn
B.o.B,Nothin' on You (feat. Bruno Mars),78,spotify:track:59dLtGBS26x7kc0rHbaPrq,https://open.spotify.com/track/59dLtGBS26x7kc0rHbaPrq
Sam Smith,Stay With Me,0,spotify:track:7IHOIqZUUInxjVkko181PB,https://open.spotify.com/track/7IHOIqZUUInxjVkko181PB
Justin Bieber,Beauty And A Beat,75,spotify:track:190jyVPHYjAqEaOGmMzdyk,https://open.spotify.com/track/190jyVPHYjAqEaOGmMzdyk
Pitbull,Feel This Moment (feat. Christina Aguilera),78,spotify:track:0Hf4aIJpsN4Os2f0y0VqWl,https://open.spotify.com/track/0Hf4aIJpsN4Os2f0y0VqWl
P!nk,Just Give Me a Reason (feat. Nate Ruess),0,spotify:track:4VC5nFbYO4avKksJ9jN4pY,https://open.spotify.com/track/4VC5nFbYO4avKksJ9jN4pY
Alicia Keys,Empire State of Mind (Part II) Broken Down,72,spotify:track:5sra5UY6sD658OabHL3QtI,https://open.spotify.com/track/5sra5UY6sD658OabHL3QtI
Vanessa Carlton,A Thousand Miles,78,spotify:track:4w1lzcaoZ1IC2K5TwjalRP,https://open.spotify.com/track/4w1lzcaoZ1IC2K5TwjalRP
Dobie Gray,Drift Away,0,spotify:track:3DEUviTtgRz6r3MdrUx0OL,https://open.spotify.com/track/3DEUviTtgRz6r3MdrUx0OL
Bryan Adams,Summer Of '69,83,spotify:track:0GONea6G2XdnHWjNZd6zt3,https://open.spotify.com/track/0GONea6G2XdnHWjNZd6zt3
Rick Springfield,Jessie's Girl,58,spotify:track:0TF3F5Lw5apoD1zvR8LikO,https://open.spotify.com/track/0TF3F5Lw5apoD1zvR8LikO
Judah & the Lion,Take It All Back 2.0,47,spotify:track:2w7O4XCRoIJrwF1NqKL9TM,https://open.spotify.com/track/2w7O4XCRoIJrwF1NqKL9TM
Snow Patrol,Chasing Cars,30,spotify:track:11bD1JtSjlIgKgZG2134DZ,https://open.spotify.com/track/11bD1JtSjlIgKgZG2134DZ
Gavin DeGraw,Not Over You,68,spotify:track:6j7hih15xG2cdYwIJnQXsq,https://open.spotify.com/track/6j7hih15xG2cdYwIJnQXsq
The Fray,How to Save a Life,81,spotify:track:5fVZC9GiM4e8vu99W0Xf6J,https://open.spotify.com/track/5fVZC9GiM4e8vu99W0Xf6J
Plain White T's,Hey There Delilah,80,spotify:track:4RCWB3V8V0dignt99LZ8vH,https://open.spotify.com/track/4RCWB3V8V0dignt99LZ8vH
Maroon 5,She Will Be Loved,0,spotify:track:5s5t0OFg9lIlBFaCI14K1i,https://open.spotify.com/track/5s5t0OFg9lIlBFaCI14K1i
Andy Grammer,Keep Your Head Up,0,spotify:track:7MapZTlRqFfUteNcghsTwf,https://open.spotify.com/track/7MapZTlRqFfUteNcghsTwf
Capital Cities,Safe And Sound,0,spotify:track:2Oj5BXOY01EDuJhVYNlEoq,https://open.spotify.com/track/2Oj5BXOY01EDuJhVYNlEoq
The Bangles,Manic Monday,53,spotify:track:5KYoPa5akZxiCn38xelbqI,https://open.spotify.com/track/5KYoPa5akZxiCn38xelbqI
OneRepublic,Apologize,70,spotify:track:1NrJYpdAi7uosDRPmSYrsG,https://open.spotify.com/track/1NrJYpdAi7uosDRPmSYrsG
TOTO,Africa,85,spotify:track:2374M0fQpWi3dLnB54qaLX,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
Michael Franti & Spearhead,Say Hey (I Love You),0,spotify:track:0nnxf8p851ZR49KFnGWVsB,https://open.spotify.com/track/0nnxf8p851ZR49KFnGWVsB
Maroon 5,What Lovers Do (feat. SZA),0,spotify:track:4nYsmWkuTaowTMy4gskmBw,https://open.spotify.com/track/4nYsmWkuTaowTMy4gskmBw
The Chainsmokers,Paris,71,spotify:track:15vzANxN8G9wWfwAJLLMCg,https://open.spotify.com/track/15vzANxN8G9wWfwAJLLMCg
John Legend,Love Me Now,55,spotify:track:6hdkw1wzhIRYPlYDUtCY5m,https://open.spotify.com/track/6hdkw1wzhIRYPlYDUtCY5m
Ariana Grande,Love Me Harder,79,spotify:track:5J4ZkQpzMUFojo1CtAZYpn,https://open.spotify.com/track/5J4ZkQpzMUFojo1CtAZYpn
Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",52,spotify:track:2l8w0zZVn4AZNuzrht7MRT,https://open.spotify.com/track/2l8w0zZVn4AZNuzrht7MRT
Justin Bieber,As Long As You Love Me,68,spotify:track:0pwYLVXVknPSGUQb39cePC,https://open.spotify.com/track/0pwYLVXVknPSGUQb39cePC
One Direction,Drag Me Down,81,spotify:track:2K87XMYnUMqLcX3zvtAF4G,https://open.spotify.com/track/2K87XMYnUMqLcX3zvtAF4G
Justin Bieber,Friends (with BloodPop®),70,spotify:track:7iNIg7XDEaYECfWD5dJ9Va,https://open.spotify.com/track/7iNIg7XDEaYECfWD5dJ9Va
Justin Bieber,Love Yourself,85,spotify:track:50kpGaPAhYJ3sGmk6vplg0,https://open.spotify.com/track/50kpGaPAhYJ3sGmk6vplg0
Justin Bieber,Sorry,83,spotify:track:09CtPGIpYB4BrO8qb1RGsF,https://open.spotify.com/track/09CtPGIpYB4BrO8qb1RGsF
Justin Bieber,Purpose,67,spotify:track:2IjyFRCRn8x1bEquOM3vxg,https://open.spotify.com/track/2IjyFRCRn8x1bEquOM3vxg
Justin Bieber,Get Used To It,55,spotify:track:4AMnUGvZUVJgDuY7rOPzUZ,https://open.spotify.com/track/4AMnUGvZUVJgDuY7rOPzUZ
Justin Bieber,Heartbreaker,61,spotify:track:2GCKWEsbb0Xo1oodTOKVi1,https://open.spotify.com/track/2GCKWEsbb0Xo1oodTOKVi1
Justin Bieber,Somebody To Love,70,spotify:track:3rLIv187BhjyweFe89SgLn,https://open.spotify.com/track/3rLIv187BhjyweFe89SgLn
Justin Bieber,Home To Mama,0,spotify:track:1qXDjWPzxa02VClFJmu6nx,https://open.spotify.com/track/1qXDjWPzxa02VClFJmu6nx
David Guetta,2U,63,spotify:track:762UXiwEHYY97VL45sAUPR,https://open.spotify.com/track/762UXiwEHYY97VL45sAUPR
Luis Fonsi,Despacito (Featuring Daddy Yankee),62,spotify:track:7CUYHcu0RnbOnMz4RuN07w,https://open.spotify.com/track/7CUYHcu0RnbOnMz4RuN07w
Justin Bieber,Boyfriend,0,spotify:track:0171XsIM2xyeXRr6wsugEI,https://open.spotify.com/track/0171XsIM2xyeXRr6wsugEI
Justin Bieber,Company,71,spotify:track:61uyGDPJ06MkxJtHgPmuyO,https://open.spotify.com/track/61uyGDPJ06MkxJtHgPmuyO
Skrillex,Where Are Ü Now,0,spotify:track:0n8ob8S72lvznoVfiwz4qL,https://open.spotify.com/track/0n8ob8S72lvznoVfiwz4qL
Justin Bieber,Purpose,0,spotify:track:3jHCXrZNz8fQEEf4BpWCAj,https://open.spotify.com/track/3jHCXrZNz8fQEEf4BpWCAj
Justin Bieber,The Feeling,0,spotify:track:7vldwy3gdhmPRKWSCi8H61,https://open.spotify.com/track/7vldwy3gdhmPRKWSCi8H61
Major Lazer,Cold Water (feat. Justin Bieber & MØ),0,spotify:track:6DNtNfH8hXkqOX1sjqmI7p,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p
Justin Bieber,No Pressure,0,spotify:track:10SDxx0CFWGqgVVBeX22TP,https://open.spotify.com/track/10SDxx0CFWGqgVVBeX22TP
Justin Bieber,Never Say Never,73,spotify:track:5GYbkDveRD2I8M5ZJ14hWn,https://open.spotify.com/track/5GYbkDveRD2I8M5ZJ14hWn
Justin Bieber,Life Is Worth Living,60,spotify:track:4yWCzA44dQyp0SoeM81bUb,https://open.spotify.com/track/4yWCzA44dQyp0SoeM81bUb
Jason Derulo,Whatcha Say,67,spotify:track:67T6l4q3zVjC5nZZPXByU8,https://open.spotify.com/track/67T6l4q3zVjC5nZZPXByU8
Katy Perry,Hot N Cold,74,spotify:track:1TEjSXPdAakDotj2Wji3PU,https://open.spotify.com/track/1TEjSXPdAakDotj2Wji3PU
Owl City,Fireflies,79,spotify:track:3DamFFqW32WihKkTVlwTYQ,https://open.spotify.com/track/3DamFFqW32WihKkTVlwTYQ
Taio Cruz,Break Your Heart,62,spotify:track:1CdqVF1ywD0ZO1zXtB9yWa,https://open.spotify.com/track/1CdqVF1ywD0ZO1zXtB9yWa
Sean Kingston,Beautiful Girls,79,spotify:track:1hGy2eLcmC8eKx7qr1tOqx,https://open.spotify.com/track/1hGy2eLcmC8eKx7qr1tOqx
Gym Class Heroes,Stereo Hearts (feat. Adam Levine),83,spotify:track:0qOnSQQF0yzuPWsXrQ9paz,https://open.spotify.com/track/0qOnSQQF0yzuPWsXrQ9paz
Justin Bieber,Mark My Words,59,spotify:track:2SnNaoNhMjC1WRMTWD8qTX,https://open.spotify.com/track/2SnNaoNhMjC1WRMTWD8qTX
Maroon 5,Payphone - Edit,48,spotify:track:5cy3CNTBZbX8vZUIsu4p7K,https://open.spotify.com/track/5cy3CNTBZbX8vZUIsu4p7K
Katy Perry,Teenage Dream,74,spotify:track:5jzKL4BDMClWqRguW5qZvh,https://open.spotify.com/track/5jzKL4BDMClWqRguW5qZvh
Miley Cyrus,The Climb,68,spotify:track:0V8FYVlBFuXXTIvRnMbZyS,https://open.spotify.com/track/0V8FYVlBFuXXTIvRnMbZyS
Far East Movement,Like A G6,76,spotify:track:5AyL2kgLtTWEu3qO3B9SqK,https://open.spotify.com/track/5AyL2kgLtTWEu3qO3B9SqK
Jason Derulo,In My Head,63,spotify:track:5BoIP8Eha5hwmRVURkC2Us,https://open.spotify.com/track/5BoIP8Eha5hwmRVURkC2Us
Soft Cell,Tainted Love,0,spotify:track:44hOGg1uFg1XJZGZYNwYmM,https://open.spotify.com/track/44hOGg1uFg1XJZGZYNwYmM
Ariana Grande,Problem,0,spotify:track:3cySlItpiPiIAzU3NyHCJf,https://open.spotify.com/track/3cySlItpiPiIAzU3NyHCJf
Ariana Grande,Dangerous Woman,0,spotify:track:6T506SFlFUVVNvnmCiVZR0,https://open.spotify.com/track/6T506SFlFUVVNvnmCiVZR0
Troy,Start of Something New,38,spotify:track:0RPtk7brObnK3uzTbixenA,https://open.spotify.com/track/0RPtk7brObnK3uzTbixenA
High School Musical Cast,We're All In This Together,48,spotify:track:5t5LFepMdws4nudg1EiWdd,https://open.spotify.com/track/5t5LFepMdws4nudg1EiWdd
Zac Efron,Gotta Go My Own Way,54,spotify:track:0moS6k1E4YNbkG4Dxet8ZH,https://open.spotify.com/track/0moS6k1E4YNbkG4Dxet8ZH
Katy Perry,Dark Horse,79,spotify:track:5jrdCoLpJSvHHorevXBATy,https://open.spotify.com/track/5jrdCoLpJSvHHorevXBATy
Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),84,spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,https://open.spotify.com/track/2tUBqZG2AbRi7Q0BIrVrEj
One Direction,Story of My Life,84,spotify:track:4nVBt6MZDDP6tRVdQTgxJg,https://open.spotify.com/track/4nVBt6MZDDP6tRVdQTgxJg
Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),0,spotify:track:5ifX6jfT33QWKP9DE0YRG8,https://open.spotify.com/track/5ifX6jfT33QWKP9DE0YRG8
Hannah Montana,"The Best of Both Worlds - From ""Hannah Montana""/Soundtrack Version",64,spotify:track:6Z0F3Mqj7tq1CBZo5qMlUg,https://open.spotify.com/track/6Z0F3Mqj7tq1CBZo5qMlUg
Cascada,Every time we touch,0,spotify:track:2gOlrge3YTmYPwsCGgU62K,https://open.spotify.com/track/2gOlrge3YTmYPwsCGgU62K
Billy Joel,Uptown Girl,80,spotify:track:5zA8vzDGqPl2AzZkEYQGKh,https://open.spotify.com/track/5zA8vzDGqPl2AzZkEYQGKh
*NSYNC,Bye Bye Bye,71,spotify:track:62bOmKYxYg7dhrC6gH9vFn,https://open.spotify.com/track/62bOmKYxYg7dhrC6gH9vFn
Cyndi Lauper,Girls Just Want to Have Fun,68,spotify:track:2zjt2hHBbiv5SuxYg8Z7eP,https://open.spotify.com/track/2zjt2hHBbiv5SuxYg8Z7eP
The Jackson 5,I Want You Back,0,spotify:track:3b0EOvScbZUc0qJx0E1L2z,https://open.spotify.com/track/3b0EOvScbZUc0qJx0E1L2z
Neil Diamond,Sweet Caroline,0,spotify:track:3zByVQLvdXUaDTubfWkpCk,https://open.spotify.com/track/3zByVQLvdXUaDTubfWkpCk
Van Morrison,Brown Eyed Girl,0,spotify:track:4myBMnNWZlgvVelYeTu55w,https://open.spotify.com/track/4myBMnNWZlgvVelYeTu55w
Bryan Adams,Summer Of '69,0,spotify:track:5EU1mh0C4Km3k6vGvIDN2J,https://open.spotify.com/track/5EU1mh0C4Km3k6vGvIDN2J
Kelly Clarkson,Since U Been Gone,74,spotify:track:3xrn9i8zhNZsTtcoWgQEAd,https://open.spotify.com/track/3xrn9i8zhNZsTtcoWgQEAd
Katy Perry,Hot N Cold,54,spotify:track:22Lg6vvMS2JC07aAjsGvtU,https://open.spotify.com/track/22Lg6vvMS2JC07aAjsGvtU
Kesha,TiK ToK,0,spotify:track:6nYoTBmGFNgfTyRC8x1Fvp,https://open.spotify.com/track/6nYoTBmGFNgfTyRC8x1Fvp
One Direction,Perfect,80,spotify:track:3NLnwwAQbbFKcEcV8hDItk,https://open.spotify.com/track/3NLnwwAQbbFKcEcV8hDItk
Ed Sheeran,Lego House,21,spotify:track:47ltkdjKBMHelkhJavYLQ4,https://open.spotify.com/track/47ltkdjKBMHelkhJavYLQ4
The Jackson 5,I Want You Back,62,spotify:track:2OSfEYKhlSsLx6vn4O75RK,https://open.spotify.com/track/2OSfEYKhlSsLx6vn4O75RK
Jason Derulo,It Girl,36,spotify:track:2giHiZTf7a3UKkYvENgavP,https://open.spotify.com/track/2giHiZTf7a3UKkYvENgavP
Jason Derulo,Wiggle (feat. Snoop Dogg),58,spotify:track:2sLwPnIP3CUVmIuHranJZU,https://open.spotify.com/track/2sLwPnIP3CUVmIuHranJZU
John Legend,Love Me Now,65,spotify:track:6nxQdXa1uAL0rY72wPZu89,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89
Kid Rock,All Summer Long,46,spotify:track:7t00jJDygiHzPabOYS6AGb,https://open.spotify.com/track/7t00jJDygiHzPabOYS6AGb
OMI,Cheerleader (Felix Jaehn Remix) - Radio Edit,49,spotify:track:4fTHdMTq0Znl3djLI1Typn,https://open.spotify.com/track/4fTHdMTq0Znl3djLI1Typn
Sam Hunt,Break Up In A Small Town,69,spotify:track:7aftSOGSOpSoIlVAQVBb71,https://open.spotify.com/track/7aftSOGSOpSoIlVAQVBb71
Sam Hunt,Body Like A Back Road,71,spotify:track:7mldq42yDuxiUNn08nvzHO,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
Sean Kingston,Beautiful Girls,67,spotify:track:67D9O4Oau629qirRXtTWCS,https://open.spotify.com/track/67D9O4Oau629qirRXtTWCS
Tommy Tutone,867-5309 / Jenny,63,spotify:track:6iX1f3r7oUJnMbGgQ2gx1j,https://open.spotify.com/track/6iX1f3r7oUJnMbGgQ2gx1j
Natasha Bedingfield,Pocketful of Sunshine,69,spotify:track:1uigwk5hNV84zRd5YQQRTk,https://open.spotify.com/track/1uigwk5hNV84zRd5YQQRTk
Train,"Hey, Soul Sister",0,spotify:track:6mghCOaaSvrke0z1EUVUIf,https://open.spotify.com/track/6mghCOaaSvrke0z1EUVUIf
Shawn Mendes,Stitches,0,spotify:track:1WP1r7fuvRqZRnUaTi2I1Q,https://open.spotify.com/track/1WP1r7fuvRqZRnUaTi2I1Q
Maroon 5,Maps,60,spotify:track:5rwdhliMmo0aAQ08vU0AOZ,https://open.spotify.com/track/5rwdhliMmo0aAQ08vU0AOZ
Bastille,Pompeii,0,spotify:track:0sooJd5WbNnnz5k6yO7FIQ,https://open.spotify.com/track/0sooJd5WbNnnz5k6yO7FIQ
Neon Trees,Everybody Talks,80,spotify:track:2iUmqdfGZcHIhS3b9E9EWq,https://open.spotify.com/track/2iUmqdfGZcHIhS3b9E9EWq
Avril Lavigne,Sk8er Boi,77,spotify:track:00Mb3DuaIH1kjrwOku9CGU,https://open.spotify.com/track/00Mb3DuaIH1kjrwOku9CGU
Shania Twain,Man! I Feel Like A Woman!,0,spotify:track:3941McqnrX9blUEelPxgot,https://open.spotify.com/track/3941McqnrX9blUEelPxgot
Miley Cyrus,Wrecking Ball,0,spotify:track:6oDPg7fXW3Ug3KmbafrXzA,https://open.spotify.com/track/6oDPg7fXW3Ug3KmbafrXzA
Sara Bareilles,Brave,71,spotify:track:6Uy6K3KdmUdAfelUp0SeXn,https://open.spotify.com/track/6Uy6K3KdmUdAfelUp0SeXn
MAGIC!,Rude,82,spotify:track:6RtPijgfPKROxEzTHNRiDp,https://open.spotify.com/track/6RtPijgfPKROxEzTHNRiDp
Maroon 5,She Will Be Loved - Radio Mix,80,spotify:track:4llK75pXNWZz6KAho2Gp16,https://open.spotify.com/track/4llK75pXNWZz6KAho2Gp16
Troy,Breaking Free,58,spotify:track:7gF9RfiO8nBhFhBkLuiUrb,https://open.spotify.com/track/7gF9RfiO8nBhFhBkLuiUrb
Ryan,What I've Been Looking For,27,spotify:track:6JgYlDDok56lwKkRmwm7mq,https://open.spotify.com/track/6JgYlDDok56lwKkRmwm7mq
Carrie Underwood,All-American Girl,63,spotify:track:2dRPQFwPqAmc42mDRnsDQu,https://open.spotify.com/track/2dRPQFwPqAmc42mDRnsDQu
Luke Combs,When It Rains It Pours,80,spotify:track:1mMLMZYXkMueg65jRRWG1l,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l
Thomas Rhett,Sixteen,64,spotify:track:3pJkBPHadRAxBBo484RipI,https://open.spotify.com/track/3pJkBPHadRAxBBo484RipI
Luke Combs,Hurricane,77,spotify:track:6xHI9KjUjYT0FPtGO8Mxa1,https://open.spotify.com/track/6xHI9KjUjYT0FPtGO8Mxa1
Dustin Lynch,Small Town Boy,69,spotify:track:2YMhrXQYKkm4kXLcXKKd5z,https://open.spotify.com/track/2YMhrXQYKkm4kXLcXKKd5z
Jon Pardi,Heartache On The Dance Floor,74,spotify:track:0w3Q14i073jLoew1hgJkwD,https://open.spotify.com/track/0w3Q14i073jLoew1hgJkwD
Florida Georgia Line,"God, Your Mama, And Me",63,spotify:track:4VFE6ZNqa8jHAmbYICoAFg,https://open.spotify.com/track/4VFE6ZNqa8jHAmbYICoAFg
Kenny Chesney,All the Pretty Girls,64,spotify:track:66pxmg3Jhjm09tHoWR1wVR,https://open.spotify.com/track/66pxmg3Jhjm09tHoWR1wVR
Thomas Rhett,Star Of The Show,51,spotify:track:63OQWdXMq0Pe6pRpWY5gO0,https://open.spotify.com/track/63OQWdXMq0Pe6pRpWY5gO0
Rascal Flatts,Yours If You Want It,56,spotify:track:4D4xJ4LyDXBWIf9thFSMAJ,https://open.spotify.com/track/4D4xJ4LyDXBWIf9thFSMAJ
Kip Moore,More Girls Like You,60,spotify:track:73WWkaWkIRSP3MYGZ14aY4,https://open.spotify.com/track/73WWkaWkIRSP3MYGZ14aY4
Blake Shelton,A Guy with a Girl,61,spotify:track:5sjIhQzNljMVrDklI91ezp,https://open.spotify.com/track/5sjIhQzNljMVrDklI91ezp
Old Dominion,Song for Another Time,61,spotify:track:7px4t7HGiuMUvFkEOpZEwp,https://open.spotify.com/track/7px4t7HGiuMUvFkEOpZEwp
Thomas Rhett,Grave,50,spotify:track:0rpwb2kLgS6KAZsostOj1O,https://open.spotify.com/track/0rpwb2kLgS6KAZsostOj1O
Scotty McCreery,Five More Minutes,0,spotify:track:66IULVOTImQG2u0cJ3Ls04,https://open.spotify.com/track/66IULVOTImQG2u0cJ3Ls04
Michael Ray,Think a Little Less,54,spotify:track:4JjIIBNoho0V2gZjH4nEzR,https://open.spotify.com/track/4JjIIBNoho0V2gZjH4nEzR
Thomas Rhett,Die A Happy Man,74,spotify:track:5kNe7PE09d6Kvw5pAsx23n,https://open.spotify.com/track/5kNe7PE09d6Kvw5pAsx23n
Luke Bryan,Fast,55,spotify:track:2gYiCTytrSRtuaHP1Nac6u,https://open.spotify.com/track/2gYiCTytrSRtuaHP1Nac6u
Midland,Drinkin' Problem,71,spotify:track:1vBpwxsLVwaR4evBIaFmqD,https://open.spotify.com/track/1vBpwxsLVwaR4evBIaFmqD
Jon Pardi,Dirt On My Boots,74,spotify:track:7f08qp3HROTkfrtNpiYGGo,https://open.spotify.com/track/7f08qp3HROTkfrtNpiYGGo
Florida Georgia Line,May We All,69,spotify:track:498ZVInMGDkmmNVpSWqHiZ,https://open.spotify.com/track/498ZVInMGDkmmNVpSWqHiZ
Russell Dickerson,Yours,1,spotify:track:6RSNKGdv3nDTHqgw4bdzyF,https://open.spotify.com/track/6RSNKGdv3nDTHqgw4bdzyF
Cole Swindell,Flatliner (feat. Dierks Bentley),62,spotify:track:0WyFpxYlBCgH1gMXd26OOr,https://open.spotify.com/track/0WyFpxYlBCgH1gMXd26OOr
Thomas Rhett,T-Shirt,61,spotify:track:1zWZvrk13cL8Sl3VLeG57F,https://open.spotify.com/track/1zWZvrk13cL8Sl3VLeG57F
Blake Shelton,Every Time I Hear That Song,52,spotify:track:0c4ICGb0jvszKj3KPR59JU,https://open.spotify.com/track/0c4ICGb0jvszKj3KPR59JU
Sam Hunt,Make You Miss Me,65,spotify:track:0xwPzLmBAYro8BUz7MrtAo,https://open.spotify.com/track/0xwPzLmBAYro8BUz7MrtAo
Rascal Flatts,I Like The Sound Of That,64,spotify:track:5S5rw0WLVCAux5B5bWCehK,https://open.spotify.com/track/5S5rw0WLVCAux5B5bWCehK
Cole Swindell,Middle of a Memory,61,spotify:track:38gZVjeaeR3gcnCzziAxBm,https://open.spotify.com/track/38gZVjeaeR3gcnCzziAxBm
Jake Owen,American Country Love Song,59,spotify:track:0O1x2tRm8ZpfDbcpOWZp7z,https://open.spotify.com/track/0O1x2tRm8ZpfDbcpOWZp7z
Florida Georgia Line,H.O.L.Y.,70,spotify:track:0BCy325UZyR9z0t0uxwn2N,https://open.spotify.com/track/0BCy325UZyR9z0t0uxwn2N
Darius Rucker,If I Told You,60,spotify:track:4Az17HfqonKSWNsaLgTBeK,https://open.spotify.com/track/4Az17HfqonKSWNsaLgTBeK
Old Dominion,No Such Thing as a Broken Heart,63,spotify:track:0OlS52TmtK2gPaEtdmr7DN,https://open.spotify.com/track/0OlS52TmtK2gPaEtdmr7DN
Dan + Shay,How Not To,59,spotify:track:4n0xztUAbHPUV8G3NQvF30,https://open.spotify.com/track/4n0xztUAbHPUV8G3NQvF30
Dylan Scott,My Girl,0,spotify:track:6p5GuyEqQH5pv02ouEyogQ,https://open.spotify.com/track/6p5GuyEqQH5pv02ouEyogQ
Thomas Rhett,Crash and Burn,65,spotify:track:2Fk0WwAqTBesLtKg97nojy,https://open.spotify.com/track/2Fk0WwAqTBesLtKg97nojy
Chris Young,I'm Comin' Over,67,spotify:track:0H04yVa3DJxoXbLBpAb7iV,https://open.spotify.com/track/0H04yVa3DJxoXbLBpAb7iV
Josh Turner,Hometown Girl,64,spotify:track:5C6uh95eAL0RBTSGXKQwvk,https://open.spotify.com/track/5C6uh95eAL0RBTSGXKQwvk
Dierks Bentley,Black,62,spotify:track:2lFtnEmkIPm2ClN55e2chV,https://open.spotify.com/track/2lFtnEmkIPm2ClN55e2chV
Chris Lane,For Her,0,spotify:track:6VB64hpnpRNqukYsIX76uo,https://open.spotify.com/track/6VB64hpnpRNqukYsIX76uo
Sam Hunt,House Party,71,spotify:track:1TwLKNsCnhi1HxbIi4bAW0,https://open.spotify.com/track/1TwLKNsCnhi1HxbIi4bAW0
